0.0001	0.03505716
0.0002	0.041419181
0.0003	0.048857017
0.0004	0.05753777
0.0005	0.067651858
0.0006	0.079415824
0.0007	0.09307541
0.0008	0.10890892
0.0009	0.12723088
0.001	0.14839598
0.0011	0.17280341
0.0012	0.20090142
0.0013	0.23319233
0.0014	0.27023775
0.0015	0.31266431
0.0016	0.36116953
0.0017	0.41652821
0.0018	0.47959897
0.0019	0.55133119
0.002	0.6327722
0.0021	0.72507466
0.0022	0.82950415
0.0023	0.94744696
0.0024	1.0804179
0.0025	1.230068
0.0026	1.3981926
0.0027	1.5867386
0.0028	1.7978122
0.0029	2.0336854
0.003	2.2968032
0.0031	2.5897887
0.0032	2.9154489
0.0033	3.2767787
0.0034	3.6769639
0.0035	4.1193835
0.0036	4.6076098
0.0037	5.1454077
0.0038	5.7367317
0.0039	6.3857212
0.004	7.0966938
0.0041	7.874136
0.0042	8.7226916
0.0043	9.6471482
0.0044	10.65242
0.0045	11.743528
0.0046	12.925581
0.0047	14.203747
0.0048	15.58323
0.0049	17.069245
0.005	18.666984
0.0051	20.381599
0.0052	22.218174
0.0053	24.181718
0.0054	26.277167
0.0055	28.509409
0.0056	30.883347
0.0057	33.404009
0.0058	36.076731
0.0059	38.90744
0.006	41.903061
0.0061	45.072101
0.0062	48.425437
0.0063	51.977373
0.0064	55.747008
0.0065	59.759939
0.0066	64.050365
0.0067	68.663552
0.0068	73.658653
0.0069	79.111788
0.007	85.119224
0.0071	91.800431
0.0072	99.300695
0.0073	107.79288
0.0074	117.47784
0.0075	128.58301
0.0076	141.35856
0.0077	156.0706
0.0078	172.99121
0.0079	192.38486
0.008	214.49155
0.0081	239.50696
0.0082	267.56046
0.0083	298.69232
0.0084	332.83195
0.0085	369.77981
0.0086	409.19804
0.0087	450.61986
0.0088	493.50014
0.0089	537.34989
0.009	582.02044
0.0091	628.19701
0.0092	678.06602
0.0093	735.87808
0.0094	807.78732
0.0095	900.17499
0.0096	1016.1001
0.0097	1150.7829
0.0098	1288.5812
0.0099	1404.4106
0.01	1470.8086
0.0101	1468.2936
0.0102	1393.7803
0.0103	1262.1837
