0.0276	81.835863
0.0277	77.489262
0.0278	73.377865
0.0279	69.480992
0.028	65.781082
0.0281	62.263225
0.0282	58.914752
0.0283	55.724855
0.0284	52.68427
0.0285	49.784995
0.0286	47.020049
0.0287	44.383276
0.0288	41.869172
0.0289	39.472753
0.029	37.189442
0.0291	35.014979
0.0292	32.945353
0.0293	30.976745
0.0294	29.105489
0.0295	27.32804
0.0296	25.640948
0.0297	24.040849
0.0298	22.524447
0.0299	21.08851
0.03	19.729869
0.0301	18.445411
0.0302	17.232082
0.0303	16.086889
0.0304	15.006898
0.0305	13.98924
0.0306	13.031112
0.0307	12.129778
0.0308	11.282574
0.0309	10.486905
0.031	9.7402544
0.0311	9.0401789
0.0312	8.3843129
0.0313	7.770369
0.0314	7.1961384
0.0315	6.6594914
0.0316	6.1583773
0.0317	5.6908246
0.0318	5.2549401
0.0319	4.8489088
0.032	4.4709923
0.0321	4.1195284
0.0322	3.7929292
0.0323	3.4896802
0.0324	3.2083386
0.0325	2.9475313
0.0326	2.7059534
0.0327	2.4823662
0.0328	2.2755955
0.0329	2.084529
0.033	1.9081147
0.0331	1.7453586
0.0332	1.5953226
0.0333	1.4571224
0.0334	1.3299252
0.0335	0.059249219
